production_cost;Genre_1;Genre_2;Genre_3;id;original_language;Title;popularity;Production_Companies;release_date;WorldwideBox_office;runtime;title2;vote_average;vote_count;Cast;Director;DomesticBox_office;InternationalBox_office;IMDB_Rating;Metascore;Year;Month
140000000; Drama; Action; War;616;en;The Last Samurai;52341226;Cruise/Wagner Productions;05/12/2003 00:00;456758981;154;The Last Samurai;73;1895;;;;;;;2003;12
140000000; Adventure; Drama; Action;147441;en;Exodus: Gods and Kings;101599427;Scott Free Productions;03/12/2014 00:00;268031828;150;Exodus: Gods and Kings;56;1921;;;;;;;2014;12
150000000; Science Fiction; Action; Adventure;13475;en;Star Trek;73616808;Paramount Pictures;06/05/2009 00:00;385680446;127;Star Trek;74;4518;;;;;;;2009;5
139000000; Fantasy; Action;;557;en;Spider-Man;82502566;Columbia Pictures;01/05/2002 00:00;821708551;121;Spider-Man;68;5265;;;;;;;2002;5
145000000; Fantasy; Action; Adventure;82702;en;How to Train Your Dragon 2;10021391;DreamWorks Animation;12/06/2014 00:00;609123048;102;How to Train Your Dragon 2;76;3106;;;;;;;2014;6
140000000; Fantasy;;;205584;en;Gods of Egypt;56257249;Summit Entertainment;25/02/2016 00:00;150680864;127;Gods of Egypt;53;1277;;;;;;;2016;2
135000000; Action;;;10048;en;Stealth;1788953;Laura Ziskin Productions;28/07/2005 00:00;76932943;121;Stealth;49;331;;;;;;;2005;7
130000000; Action; Mystery; Science Fiction;13183;en;Watchmen;64798873;Paramount Pictures;05/03/2009 00:00;185258983;163;Watchmen;70;2811;;;;;;;2009;3
140000000; Action; Adventure; Comedy;944;en;Lethal Weapon 4;24855701;Silver Pictures;10/07/1998 00:00;285444603;127;Lethal Weapon 4;63;767;;;;;;;1998;7
137000000; Drama; Action; Science Fiction;1927;en;Hulk;34981698;Universal Pictures;19/06/2003 00:00;245360480;138;Hulk;53;1533;;;;;;;2003;6
130000000; Adventure; Action; Science Fiction;72559;en;G.I. Joe: Retaliation;;;;;;;;;;;;;;;;
130000000; Action; Adventure; Comedy;7364;en;Sahara;21605568;Paramount Pictures;06/04/2005 00:00;119269486;124;Sahara;57;434;;;;;;;2005;4
137000000; Adventure; Action; Animation;2114;en;Final Fantasy: The Spirits Within;26074908;Columbia Pictures;02/07/2001 00:00;85131830;106;Final Fantasy: The Spirits Within;59;433;;;;;;;2001;7
140000000; Action; Adventure; Science Fiction;1771;en;Captain America: The First Avenger;74506246;Marvel Studios;22/07/2011 00:00;370569774;124;Captain America: The First Avenger;66;7047;;;;;;;2011;7
135000000; Adventure; Action; Thriller;36643;en;The World Is Not Enough;39604363;Eon Productions;08/11/1999 00:00;361832400;128;The World Is Not Enough;60;862;;;;;;;1999;11
150000000; Adventure;;;8619;en;Master and Commander: The Far Side of the World;36973031;Universal Pictures;14/11/2003 00:00;212011111;138;Master and Commander: The Far Side of the World;69;790;;;;;;;2003;11
120000000; Adventure; Fantasy; Drama;50620;en;The Twilight Saga: Breaking Dawn - Part 2;99687084;Summit Entertainment;13/11/2012 00:00;829000000;115;The Twilight Saga: Breaking Dawn - Part 2;61;2553;;;;;;;2012;11
130000000; Animation; Comedy; Family;65759;en;Happy Feet Two;177735;Village Roadshow Pictures;17/11/2011 00:00;150406466;100;Happy Feet Two;58;373;;;;;;;2011;11
150000000; Science Fiction; Action; Adventure;1724;en;The Incredible Hulk;62898336;Universal Pictures;12/06/2008 00:00;163712074;114;The Incredible Hulk;61;3021;;;;;;;2008;6
140000000; Adventure; Family; Fantasy;267935;en;The BFG;4419092;Walt Disney Pictures;01/06/2016 00:00;183345589;120;The BFG;60;1000;;;;;;;2016;6
135000000; Western; Drama; Adventure;281957;en;The Revenant;100635882;Regency Enterprises;25/12/2015 00:00;532950503;156;The Revenant;73;6396;;;;;;;2015;12
135000000; Animation; Family;;77950;en;Turbo;44765377;DreamWorks Animation;11/07/2013 00:00;282570682;96;Turbo;61;1074;;;;;;;2013;7
135000000; Animation; Comedy; Family;44896;en;Rango;2991353;Paramount Pictures;02/03/2011 00:00;245724603;107;Rango;66;2051;;;;;;;2011;3
132000000; Family; Animation; Adventure;270946;en;Penguins of Madagascar;84366984;DreamWorks Animation;22/11/2014 00:00;373552094;92;Penguins of Madagascar;65;1346;;;;;;;2014;11
70000000; Action; Drama; Mystery;2503;en;The Bourne Ultimatum;45381501;Universal Pictures;03/08/2007 00:00;442824138;115;The Bourne Ultimatum;73;2888;;;;;;;2007;8
130000000; Adventure; Animation; Family;9502;en;Kung Fu Panda;84689648;DreamWorks Animation;04/06/2008 00:00;631744560;90;Kung Fu Panda;69;3145;;;;;;;2008;6
130000000; Science Fiction; Action; Adventure;102899;en;Ant-Man;12009361;Marvel Studios;14/07/2015 00:00;519311965;117;Ant-Man;70;5880;;;;;;;2015;7
130000000; Adventure; Action; Science Fiction;101299;en;The Hunger Games: Catching Fire;76310119;Lionsgate;15/11/2013 00:00;847423452;146;The Hunger Games: Catching Fire;74;6495;;;;;;;2013;11
135000000; Fantasy; Comedy; Animation;228161;en;Home;63473086;Twentieth Century Fox Film Corporation;18/03/2015 00:00;368871007;94;Home;68;1519;;;;;;;2015;3
132000000; Adventure; Thriller; Science Fiction;74;en;War of the Worlds;48572726;Paramount Pictures;28/06/2005 00:00;591739379;116;War of the Worlds;62;2322;;;;;;;2005;6
130000000; Adventure; Action; Comedy;8961;en;Bad Boys II;38068736;Columbia Pictures Corporation;18/07/2003 00:00;273339556;147;Bad Boys II;63;1564;;;;;;;2003;7
130000000; Action; Adventure; Animation;417859;en;Puss in Boots;20678787;DreamWorks;28/10/2011 00:00;554987477;90;Puss in Boots;64;451;;;;;;;2011;10
110000000; Action; Mystery; Thriller;27576;en;Salt;48829437;Columbia Pictures;21/07/2010 00:00;293329073;100;Salt;62;2093;;;;;;;2010;7
125000000; Drama; Adventure;;86834;en;Noah;46115758;Paramount Pictures;20/03/2014 00:00;362637473;139;Noah;56;2350;;;;;;;2014;3
130000000; Adventure; Animation; Mystery;17578;en;The Adventures of Tintin;;;;;;;;;;;;;;;;
130000000; Adventure; Fantasy; Family;673;en;Harry Potter and the Prisoner of Azkaban;79679601;1492 Pictures;31/05/2004 00:00;789804554;141;Harry Potter and the Prisoner of Azkaban;77;5877;;;;;;;2004;5
130000000; Drama;;;6972;en;Australia;28840997;Bazmark Films;18/11/2008 00:00;49554002;165;Australia;63;694;;;;;;;2008;11
130000000; Science Fiction; Action; Adventure;82700;en;After Earth;42840582;Columbia Pictures;30/05/2013 00:00;243843127;100;After Earth;50;2532;;;;;;;2013;5
127500000; Animation; Family;;10567;en;Dinosaur;26548594;Walt Disney Pictures;19/05/2000 00:00;354248063;82;Dinosaur;62;542;;;;;;;2000;5
127000000; Adventure; Comedy; Fantasy;181533;en;Night at the Museum: Secret of the Tomb;115597753;Twentieth Century Fox Film Corporation;17/12/2014 00:00;349424282;97;Night at the Museum: Secret of the Tomb;61;1851;;;;;;;2014;12
130000000; Animation; Action; Comedy;38055;en;Megamind;68757242;DreamWorks Animation;28/10/2010 00:00;321887208;95;Megamind;67;1918;;;;;;;2010;10
125000000; Adventure; Fantasy; Family;671;en;Harry Potter and the Philosopher's Stone;109984351;1492 Pictures;16/11/2001 00:00;976475550;152;Harry Potter and the Philosopher's Stone;75;7006;;;;;;;2001;11
130000000; Fantasy; Action; Comedy;49524;en;R.I.P.D.;39448066;Universal Pictures;18/07/2013 00:00;61648500;96;R.I.P.D.;54;1260;;;;;;;2013;7
140000000; Adventure; Fantasy; Action;22;en;Pirates of the Caribbean: The Curse of the Black Pearl;271972889;Walt Disney Pictures;09/07/2003 00:00;655011224;143;Pirates of the Caribbean: The Curse of the Black Pearl;75;6985;;;;;;;2003;7
125000000; Science Fiction; Adventure; Thriller;131631;en;The Hunger Games: Mockingjay - Part 1;206227151;Lionsgate;18/11/2014 00:00;752100229;123;The Hunger Games: Mockingjay - Part 1;66;5584;;;;;;;2014;11
125000000; Thriller; Mystery;;591;en;The Da Vinci Code;45313197;Columbia Pictures;17/05/2006 00:00;767820459;149;The Da Vinci Code;65;2704;;;;;;;2006;5
103000000; Animation; Adventure; Comedy;172385;en;Rio 2;4240024;Blue Sky Studios;19/03/2014 00:00;500188435;102;Rio 2;63;978;;;;;;;2014;3
110000000; Adventure; Action; Science Fiction;36658;en;X2;2871739;Twentieth Century Fox Film Corporation;24/04/2003 00:00;407711549;133;X2;68;3506;;;;;;;2003;4
125000000; Action; Thriller; Crime;51497;en;Fast Five;7255718;Universal Pictures;20/04/2011 00:00;626137675;130;Fast Five;71;2438;;;;;;;2011;4
125000000; Adventure; Action; Crime;58574;en;Sherlock Holmes: A Game of Shadows;81499621;Village Roadshow Pictures;22/11/2011 00:00;334615000;129;Sherlock Holmes: A Game of Shadows;70;3886;;;;;;;2011;11
125000000; Adventure; Fantasy; Action;18823;en;Clash of the Titans;47686442;The Zanuck Company;01/04/2010 00:00;232713139;106;Clash of the Titans;56;2233;;;;;;;2010;4
65000000; Action; Adventure; Science Fiction;861;en;Total Recall;43129703;TriStar Pictures;01/06/1990 00:00;261317921;113;Total Recall;71;1710;;;;;;;1990;6
160000000; Adventure; Fantasy; Action;1911;en;The 13th Warrior;27220157;Touchstone Pictures;27/08/1999 00:00;61698899;102;The 13th Warrior;64;510;;;;;;;1999;8
130000000; Action; Thriller;;49040;en;The Bourne Legacy;9033681;Universal Pictures;08/08/2012 00:00;276572938;120;The Bourne Legacy;60;2651;;;;;;;2012;8
125000000; Action; Crime; Fantasy;415;en;Batman & Robin;50073575;PolyGram Filmed Entertainment;20/06/1997 00:00;238207122;125;Batman & Robin;42;1418;;;;;;;1997;6
123000000; Family; Comedy; Fantasy;8871;en;How the Grinch Stole Christmas;45419668;Imagine Entertainment;17/11/2000 00:00;345141403;104;How the Grinch Stole Christmas;62;1386;;;;;;;2000;11
125000000; Action; Adventure; Science Fiction;435;en;The Day After Tomorrow;41380094;Lions Gate Films;26/05/2004 00:00;544272402;124;The Day After Tomorrow;62;2392;;;;;;;2004;5
125000000; Adventure; Action; Thriller;955;en;Mission: Impossible II;54931334;Paramount Pictures;24/05/2000 00:00;546388105;123;Mission: Impossible II;59;1928;;;;;;;2000;5
120000000; Drama;;;2133;en;The Perfect Storm;25752118;Warner Bros.;15/03/2000 00:00;325756637;130;The Perfect Storm;62;597;;;;;;;2000;3
130000000; Adventure; Fantasy; Action;1979;en;4: Rise of the Silver Surfer;60810723;Ingenious Film Partners;13/06/2007 00:00;289047763;92;Fantastic 4: Rise of the Silver Surfer;54;2589;;;;;;;2007;6
120000000; Adventure; Drama; Action;87827;en;Life of Pi;51328145;Ingenious Film Partners;20/11/2012 00:00;609016565;127;Life of Pi;72;5797;;;;;;;2012;11
110000000; Thriller; Action; Fantasy;1250;en;Ghost Rider;46834704;Columbia Pictures Corporation;16/02/2007 00:00;228738393;114;Ghost Rider;52;1712;;;;;;;2007;2
120000000; Action; Thriller;;324668;en;Jason Bourne;62641286;The Kennedy/Marshall Company;27/07/2016 00:00;415484914;123;Jason Bourne;59;2341;;;;;;;2016;7
120000000; Action; Adventure; Comedy;9471;en;Charlie's Angels: Full Throttle;33616115;Columbia Pictures;27/06/2003 00:00;259175788;106;Charlie's Angels: Full Throttle;52;914;;;;;;;2003;6
130000000; Science Fiction; Adventure; Mystery;70981;en;Prometheus;68889395;Twentieth Century Fox Film Corporation;30/05/2012 00:00;403170142;124;Prometheus;63;5080;;;;;;;2012;5
120000000; Family; Adventure; Animation;10996;en;Stuart Little 2;27990284;Columbia Pictures;19/07/2002 00:00;169956806;78;Stuart Little 2;54;613;;;;;;;2002;7
115000000; Science Fiction; Action; Drama;68724;en;Elysium;6733767;TriStar Pictures;07/08/2013 00:00;286140700;109;Elysium;64;3439;;;;;;;2013;8
105000000; Action; Science Fiction;;2789;en;The Chronicles of Riddick;27835436;One Race Films;11/06/2004 00:00;115772733;119;The Chronicles of Riddick;63;1570;;;;;;;2004;6
120000000; Action; Science Fiction;;97020;en;RoboCop;66757869;Columbia Pictures;30/01/2014 00:00;242688965;102;RoboCop;57;2342;;;;;;;2014;1
120000000; Action; Family; Science Fiction;7459;en;Speed Racer;17060695;Village Roadshow Pictures;09/05/2008 00:00;93945766;135;Speed Racer;57;354;;;;;;;2008;5
120000000; Comedy; Drama; Romance;42888;en;How Do You Know;11137655;Columbia Pictures;17/12/2010 00:00;48668907;121;How Do You Know;49;223;;;;;;;2010;12
117000000; Action; Comedy;;37834;en;Knight and Day;44906918;Tree Line Films;15/06/2010 00:00;261930431;109;Knight and Day;59;1547;;;;;;;2010;6
120000000; Action; Science Fiction; Adventure;75612;en;Oblivion;67698004;Universal Pictures;10/04/2013 00:00;286168572;124;Oblivion;64;4800;;;;;;;2013;4
113000000; Science Fiction; Adventure; Action;1895;en;Star Wars: Episode III - Revenge of the Sith;44108427;Lucasfilm;17/05/2005 00:00;850000000;140;Star Wars: Episode III - Revenge of the Sith;71;4116;;;;;;;2005;5
120000000; Adventure; Action; Science Fiction;1894;en;Star Wars: Episode II - Attack of the Clones;43987061;Lucasfilm;15/05/2002 00:00;649398328;142;Star Wars: Episode II - Attack of the Clones;64;3992;;;;;;;2002;5
115000000; Animation; Comedy; Family;585;en;Monsters, Inc.;106815545;Walt Disney Pictures;01/11/2001 00:00;562816256;92;Monsters, Inc.;75;5996;;;;;;;2001;11
120000000; Action; Science Fiction; Adventure;76170;en;The Wolverine;15953444;Twentieth Century Fox Film Corporation;23/07/2013 00:00;415440673;126;The Wolverine;63;4053;;;;;;;2013;7
115000000; Adventure; Action; Science Fiction;1893;en;Star Wars: Episode I - The Phantom Menace;54035265;Lucasfilm;19/05/1999 00:00;924317558;136;Star Wars: Episode I - The Phantom Menace;63;4432;;;;;;;1999;5
135000000; Adventure; Animation; Comedy;49519;en;The Croods;64183321;DreamWorks Animation;20/03/2013 00:00;585178928;98;The Croods;68;2399;;;;;;;2013;3
97250400; Fantasy; Adventure; Comedy;2395;fr;Astérix aux Jeux Olympiques;20344364;Constantin Film;13/01/2008 00:00;132900000;116;Asterix at the Olympic Games;50;471;;;;;;;2008;1
115000000; Drama; Action; History;12100;en;Windtalkers;18714197;Lion Rock Productions;14/06/2002 00:00;77628265;134;Windtalkers;58;341;;;;;;;2002;6
115000000; Action; Adventure; Drama;290595;en;The Huntsman: Winter's War;60467984;Universal Pictures;06/04/2016 00:00;164602163;114;The Huntsman: Winter's War;60;1523;;;;;;;2016;4
125000000; Science Fiction; Action; Adventure;98566;en;Teenage Mutant Ninja Turtles;143350376;Paramount Pictures;07/08/2014 00:00;477200000;101;Teenage Mutant Ninja Turtles;58;2636;;;;;;;2014;8
105000000; Science Fiction; Thriller; Drama;49047;en;Gravity;110153618;Warner Bros.;27/09/2013 00:00;716392705;91;Gravity;73;5751;;;;;;;2013;9
116000000; Action; Adventure; Thriller;9619;en;Dante's Peak;1690444;Universal Pictures;07/02/1997 00:00;178127760;108;Dante's Peak;57;428;;;;;;;1997;2
135000000; Fantasy; Action; Adventure;308531;en;Teenage Mutant Ninja Turtles: Out of the Shadows;39873791;Paramount Pictures;01/06/2016 00:00;245623848;112;Teenage Mutant Ninja Turtles: Out of the Shadows;58;963;;;;;;;2016;6
120000000; Action; Adventure; Science Fiction;166424;en;Fantastic Four;38126095;Twentieth Century Fox Film Corporation;05/08/2015 00:00;167977596;100;Fantastic Four;44;2278;;;;;;;2015;8
110000000; Action; Adventure; Comedy;1593;en;Night at the Museum;48780039;Ingenious Film Partners;20/10/2006 00:00;574480841;108;Night at the Museum;63;2862;;;;;;;2006;10
110000000; Action; Drama; Thriller;254128;en;San Andreas;100412364;New Line Cinema;27/05/2015 00:00;470490832;114;San Andreas;60;2968;;;;;;;2015;5
110000000; Adventure; Action; Thriller;714;en;Tomorrow Never Dies;42887121;Eon Productions;11/12/1997 00:00;333011068;119;Tomorrow Never Dies;60;925;;;;;;;1997;12
110000000; Drama; History; War;2024;en;The Patriot;23657284;Centropolis Entertainment;28/06/2000 00:00;215294342;165;The Patriot;68;1099;;;;;;;2000;6
110000000; Thriller; Crime;;163;en;Ocean's Twelve;76840712;Village Roadshow Pictures;09/12/2004 00:00;362744280;125;Ocean's Twelve;64;2124;;;;;;;2004;12
110000000; Action; Comedy; Drama;787;en;Mr. & Mrs. Smith;44635452;Weed Road Pictures;07/06/2005 00:00;478207520;120;Mr. & Mrs. Smith;65;2965;;;;;;;2005;6
110000000; Adventure; Science Fiction; Thriller;262500;en;Insurgent;103718387;Summit Entertainment;18/03/2015 00:00;295238201;119;Insurgent;62;3829;;;;;;;2015;3
116000000; Drama;;;2567;en;The Aviator;45616098;Miramax Films;17/12/2004 00:00;102000000;170;The Aviator;70;1489;;;;;;;2004;12
112000000; Comedy;;;38745;en;Gulliver's Travels;22845143;Twentieth Century Fox Film Corporation;25/12/2010 00:00;237382724;85;Gulliver's Travels;49;621;;;;;;;2010;12
120000000; Action; Crime; Comedy;40805;en;The Green Hornet;31703608;Original Film;12/01/2011 00:00;227817248;119;The Green Hornet;55;1251;;;;;;;2011;1
110000000; Action; War;;53182;en;300: Rise of an Empire;71510596;Legendary Pictures;05/03/2014 00:00;337580051;102;300: Rise of an Empire;61;2397;;;;;;;2014;3
110000000; Animation; Family; Adventure;41513;en;The Smurfs;3665422;Columbia Pictures;29/07/2011 00:00;563749323;103;The Smurfs;55;1179;;;;;;;2011;7
110000000; Animation; Family;;13700;en;Home on the Range;19625972;Walt Disney Pictures;02/04/2004 00:00;103951461;76;Home on the Range;57;389;;;;;;;2004;4
110000000; Adventure; Science Fiction;;262504;en;Allegiant;86105615;Summit Entertainment;09/03/2016 00:00;179246868;121;Allegiant;59;1998;;;;;;;2016;3
110000000; Action; Science Fiction; Drama;39254;en;Real Steel;37195046;DreamWorks SKG;28/09/2011 00:00;299268508;127;Real Steel;66;2692;;;;;;;2011;9
105000000; Fantasy; Family; Comedy;77931;en;The Smurfs 2;32473628;Columbia Pictures;30/07/2013 00:00;347434178;105;The Smurfs 2;55;695;;;;;;;2013;7
160000000; Action; Adventure; Thriller;1639;en;Speed 2: Cruise Control;23336875;Twentieth Century Fox Film Corporation;13/06/1997 00:00;164508066;121;Speed 2: Cruise Control;41;434;;;;;;;1997;6
110000000; Science Fiction; Action; Adventure;80274;en;Ender's Game;4594834;Summit Entertainment;23/10/2013 00:00;125537191;114;Ender's Game;66;2303;;;;;;;2013;10
110000000; Action; Thriller;;1571;en;Live Free or Die Hard;4893337;Ingenious Film Partners;20/06/2007 00:00;383531464;128;Live Free or Die Hard;64;2089;;;;;;;2007;6
93000000; Adventure; Fantasy; Action;120;en;The Lord of the Rings: The Fellowship of the Ring;138049577;WingNut Films;18/12/2001 00:00;871368364;178;The Lord of the Rings: The Fellowship of the Ring;80;8705;;;;;;;2001;12
110000000; Action; Adventure; Comedy;10204;en;Around the World in 80 Days;22643776;Studio Babelsberg;16/06/2004 00:00;72178895;120;Around the World in 80 Days;57;672;;;;;;;2004;6
107000000; Drama;;;8489;en;Ali;;;;;;;;;;;;;;;;
0; Comedy; Fantasy; Family;10588;en;The Cat in the Hat;18251129;Imagine Entertainment;21/11/2003 00:00;0;82;The Cat in the Hat;49;366;;;;;;;2003;11
120000000; Action; Science Fiction;;2048;en;I, Robot;95914473;Twentieth Century Fox Film Corporation;15/07/2004 00:00;347234916;115;I, Robot;67;3793;;;;;;;2004;7
130000000; Drama; Action; Adventure;1495;en;Kingdom of Heaven;44490453;Studio Babelsberg;03/05/2005 00:00;211643158;144;Kingdom of Heaven;66;1157;;;;;;;2005;5
133000000; Animation; Fantasy; Family;10137;en;Stuart Little;30475297;Columbia Pictures Corporation;17/12/1999 00:00;300135367;84;Stuart Little;58;959;;;;;;;1999;12
105000000; Romance; Family; Animation;10198;en;The Princess and the Frog;62479574;Walt Disney Pictures;08/12/2009 00:00;267045765;97;The Princess and the Frog;67;1247;;;;;;;2009;12
108000000; Drama; Adventure; Science Fiction;286217;en;The Martian;16793287;Twentieth Century Fox Film Corporation;30/09/2015 00:00;630161890;141;The Martian;76;7268;;;;;;;2015;9
126000000; Action; Thriller; Science Fiction;1635;en;The Island;3768056;DreamWorks SKG;20/07/2005 00:00;162949164;136;The Island;65;1770;;;;;;;2005;7
90000000; Comedy; Romance;;24113;en;Town & Country;1004579;New Line Cinema;27/04/2001 00:00;10372291;104;Town & Country;37;16;;;;;;;2001;4
